panel,cohort_label,coord,n_parquet_cells,qc_status,structural_acceptability,sample_type,has_all_primary_inputs
AR,No-NAC,"[49423,12958]",7272.0,Borderline,Borderline,TURBT,True
AR,No-NAC,"[49556,19716]",6907.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[49714,17932]",5976.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[49873,16187]",5352.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[50071,14482]",9363.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[50309,11112]",8156.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[50349,9288]",6071.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[50468,7425]",2510.0,Unusable,Unusable,TURBT,True
AR,No-NAC,"[50547,5680]",7319.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[50969,9627]",5300.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[51009,11293]",6590.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[51048,12958]",5846.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[51048,14544]",8348.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[51048,6297]",7800.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[51048,7962]",7267.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[51088,17874]",8821.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[51167,16249]",4463.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[51221,21580]",2346.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[51340,19835]",5330.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[51538,18051]",3864.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[51657,16266]",5279.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[51816,14522]",9335.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[52014,11152]",6159.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[52172,9407]",6875.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[52212,7544]",3859.0,Unusable,Unusable,TURBT,True
AR,No-NAC,"[52714,16209]",4725.0,Borderline,Borderline,TURBT,True
AR,No-NAC,"[52714,9588]",5020.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[52753,11134]",1741.0,Unusable,Unusable,TURBT,True
AR,No-NAC,"[52753,14663]",7878.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[52753,6336]",8206.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[52753,7962]",4802.0,Borderline,Borderline,TURBT,True
AR,No-NAC,"[52832,12958]",2864.0,Unusable,Unusable,TURBT,True
AR,No-NAC,"[52832,17835]",3167.0,Unusable,Unusable,TURBT,True
AR,No-NAC,"[53124,19795]",5325.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[53322,18090]",5873.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[53441,16386]",6878.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[53679,14680]",4300.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[53798,11271]",7918.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[53957,9526]",6582.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[53996,7663]",6001.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[54115,5958]",3640.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[54418,12879]",10290.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[54458,11253]",6809.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[54458,16170]",322.0,Unusable,Unusable,TURBT,True
AR,No-NAC,"[54458,9707]",8288.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[54498,14623]",8149.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[54498,6336]",5377.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[54498,7962]",8992.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[54537,17835]",953.0,Unusable,Unusable,TURBT,True
AR,No-NAC,"[54908,19875]",5040.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[55107,18170]",6353.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[55226,16465]",6461.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[55384,14720]",4315.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[55622,11429]",7192.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[55781,9685]",7069.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[55820,7940]",6904.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[56203,11253]",9104.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[56203,12958]",6438.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[56242,14623]",6832.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[56242,17795]",6540.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[56242,8002]",7359.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[56282,6336]",9467.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[56282,9667]",6716.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[56772,19954]",4775.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[56891,18249]",8800.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[57049,16584]",5740.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[57248,14879]",4860.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[57486,11588]",6266.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[57604,6473]",6070.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[57604,8178]",2101.0,Unusable,Unusable,TURBT,True
AR,No-NAC,"[58596,19954]",5556.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[58675,18289]",7885.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[58834,16623]",4704.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[58992,14918]",6190.0,Acceptable,Acceptable,RC,True
AR,No-NAC,"[59230,11707]",5029.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[59428,10081]",4741.0,Borderline,Borderline,TURBT,True
AR,No-NAC,"[59456,8456]",5086.0,Acceptable,Acceptable,TURBT,True
AR,No-NAC,"[59587,6671]",6201.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[31609,10841]",6522.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[31609,9136]",6492.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[31649,12546]",4792.0,Borderline,Borderline,TURBT,True
AR,PURE01,"[31966,16193]",1489.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[32244,17779]",6291.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[32362,19286]",4529.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[32481,21070]",4153.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[32521,22775]",4796.0,Borderline,Borderline,TURBT,True
AR,PURE01,"[33076,14250]",1470.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[33195,12625]",8929.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[33195,7470]",5897.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[33235,10841]",7121.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[33235,9136]",3138.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[33592,15955]",2205.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[33790,17621]",4223.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[34028,20991]",899.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[34107,22616]",3844.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[34860,7391]",5207.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[34940,10841]",6641.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[34940,9056]",4614.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[35206,14037]",8212.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[35296,15757]",4762.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[35334,11741]",6840.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[35455,17383]",2893.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[35493,10065]",8535.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[35534,19088]",6222.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[35653,20753]",4143.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[35852,22458]",1203.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[36605,9056]",4058.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[36684,7431]",4633.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[36764,10722]",7806.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[36803,12347]",6964.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[36843,14013]",4337.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[36962,15598]",2210.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[37120,17304]",9683.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[37358,20555]",7968.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[37596,22260]",6255.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[38350,7351]",1053.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[38389,8977]",5493.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[38429,10642]",6670.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[38627,13814]",8291.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[38704,11780]",6074.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[38784,10115]",5383.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[38786,15480]",4558.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[38865,17105]",6290.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[38865,18731]",1570.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[39142,20396]",3865.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[39341,22101]",5854.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[39975,7193]",581.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[40094,8858]",5537.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[40173,10484]",8972.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[40292,12109]",6104.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[40372,13695]",6620.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[40489,11899]",4746.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[40491,15361]",3572.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[40530,16986]",1023.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[40568,10155]",3148.0,Borderline,Borderline,TURBT,True
AR,PURE01,"[40728,18612]",5773.0,Borderline,Borderline,TURBT,True
AR,PURE01,"[40887,20238]",6584.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[41046,21942]",6213.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[41480,11490]",6350.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[41480,13195]",4011.0,Acceptable,Acceptable,RC,True
AR,PURE01,"[41480,9865]",3942.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[41559,14900]",3582.0,Acceptable,Acceptable,RC,True
AR,PURE01,"[41720,7272]",2453.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[41720,8739]",727.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[41878,10365]",6989.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[41997,13576]",6629.0,Borderline,Borderline,TURBT,True
AR,PURE01,"[42114,11741]",2895.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[42156,15202]",4446.0,Borderline,Borderline,TURBT,True
AR,PURE01,"[42273,10155]",2716.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[42275,16867]",8950.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[42434,18453]",8609.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[42592,20119]",8902.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[42711,21784]",2733.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[43106,11451]",6074.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[43106,13156]",4410.0,Acceptable,Acceptable,RC,True
AR,PURE01,"[43145,14860]",5970.0,Acceptable,Acceptable,RC,True
AR,PURE01,"[43425,7153]",4862.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[43583,8660]",3990.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[43623,10286]",6921.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[43742,11872]",272.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[43742,13418]",2849.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[43859,11979]",7336.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[43861,15083]",5293.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[43938,10274]",7811.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[44020,16748]",5229.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[44178,18334]",9998.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[44297,19960]",7541.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[44416,21586]",7814.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[44810,13076]",7186.0,Acceptable,Acceptable,RC,True
AR,PURE01,"[44850,11451]",5614.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[44850,9785]",1609.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[44929,14781]",2168.0,Acceptable,Acceptable,RC,True
AR,PURE01,"[45249,7074]",3217.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[45328,8620]",5511.0,Borderline,Borderline,TURBT,True
AR,PURE01,"[45368,10167]",5341.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[45368,11713]",1842.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[45526,13299]",6712.0,Borderline,Borderline,TURBT,True
AR,PURE01,"[45604,12058]",7491.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[45673,10368]",7793.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[45685,15004]",6770.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[45764,16669]",5462.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[45923,18136]",1454.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[46042,19722]",5961.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[46160,21387]",2921.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[46515,11411]",2833.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[46555,13037]",6216.0,Acceptable,Acceptable,RC,True
AR,PURE01,"[46595,9785]",3597.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[46654,14699]",319.0,Unusable,Unusable,RC,True
AR,PURE01,"[46874,8462]",1949.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[46914,6915]",4720.0,Borderline,Borderline,TURBT,True
AR,PURE01,"[47112,10087]",6037.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[47152,11713]",10407.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[47271,13299]",4056.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[47308,10353]",7675.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[47308,12098]",10037.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[47390,14924]",8613.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[47548,16510]",10007.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[47628,18136]",2135.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[47707,19564]",6008.0,Borderline,Borderline,TURBT,True
AR,PURE01,"[47905,21229]",3811.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[48181,11411]",3852.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[48220,9785]",3307.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[48260,13037]",4418.0,Acceptable,Acceptable,RC,True
AR,PURE01,"[48260,14662]",3649.0,Unusable,Unusable,RC,True
AR,PURE01,"[48619,6796]",3285.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[48698,8303]",4446.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[48777,9929]",1687.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[48896,11554]",5448.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[49013,12098]",7117.0,Borderline,Borderline,TURBT,True
AR,PURE01,"[49015,13140]",4952.0,Borderline,Borderline,TURBT,True
AR,PURE01,"[49093,10487]",6588.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[49174,14766]",6369.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[49293,16352]",7226.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[49412,19484]",2337.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[49925,11371]",3841.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[49925,12997]",5008.0,Acceptable,Acceptable,RC,True
AR,PURE01,"[49965,9825]",2294.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[50004,14583]",4379.0,Acceptable,Acceptable,RC,True
AR,PURE01,"[50443,8263]",6357.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[50522,9810]",4617.0,Borderline,Borderline,TURBT,True
AR,PURE01,"[50681,11435]",7481.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[50760,13021]",7473.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[50879,14687]",5560.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[50958,16312]",9527.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[51077,17859]",590.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[51196,19444]",6633.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[51275,21030]",4741.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[51590,9666]",2556.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[51630,11371]",6357.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[51670,14583]",2574.0,Unusable,Unusable,RC,True
AR,PURE01,"[51696,12815]",614.0,Unusable,Unusable,RC,True
AR,PURE01,"[52108,6558]",6084.0,Borderline,Borderline,TURBT,True
AR,PURE01,"[52227,9691]",6292.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[52386,11396]",2471.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[52544,12902]",4831.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[52623,14488]",4964.0,Borderline,Borderline,TURBT,True
AR,PURE01,"[52703,16074]",4949.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[52782,17700]",6990.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[52901,19326]",9355.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[53060,20912]",5786.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[53256,9746]",5102.0,Borderline,Borderline,TURBT,True
AR,PURE01,"[53375,11371]",5622.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[53375,12957]",4955.0,Acceptable,Acceptable,RC,True
AR,PURE01,"[53414,14504]",3786.0,Acceptable,Acceptable,RC,True
AR,PURE01,"[53734,6440]",9299.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[54011,9611]",5854.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[54090,11356]",3362.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[54130,12744]",3103.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[54328,14369]",5791.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[54408,15995]",8208.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[54527,17541]",772.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[54646,19167]",7632.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[55040,9746]",6427.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[55080,12838]",2831.0,Acceptable,Acceptable,RC,True
AR,PURE01,"[55518,6360]",5804.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[55558,7867]",3165.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[55676,9453]",5034.0,Borderline,Borderline,TURBT,True
AR,PURE01,"[55875,12585]",4099.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[56073,14211]",3522.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[56113,15836]",7349.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[56232,17462]",11076.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[56350,19088]",6885.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[56469,20713]",7868.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[56705,9627]",3089.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[56745,12918]",5819.0,Acceptable,Acceptable,RC,True
AR,PURE01,"[57223,6122]",8421.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[57421,7748]",2318.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[57461,9413]",5607.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[57659,12506]",6440.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[57778,14052]",720.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[57897,15638]",6078.0,Unusable,Unusable,TURBT,True
AR,PURE01,"[58016,17304]",11609.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[58135,18890]",3449.0,Acceptable,Acceptable,TURBT,True
AR,PURE01,"[58254,20555]",7414.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[37881,18781]",8124.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[37970,16975]",6436.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[38168,15399]",6979.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[38366,13565]",4170.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[38446,11900]",5438.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[38684,10234]",4893.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[38732,18365]",8809.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[38732,19990]",7864.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[38842,8529]",10950.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[39009,13607]",9060.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[39049,8888]",7730.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[39168,10474]",6284.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[39207,12021]",5657.0,Borderline,Borderline,TURBT,True
BT,NAC2020,"[39397,19036]",7798.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[39635,17212]",8653.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[39794,15468]",4351.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[39952,13763]",3750.0,Borderline,Borderline,TURBT,True
BT,NAC2020,"[40195,11984]",4775.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[40318,18325]",8594.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[40349,10314]",8397.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[40547,8569]",5966.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[40635,13567]",4731.0,Borderline,Borderline,TURBT,True
BT,NAC2020,"[40754,10474]",2510.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[40754,8809]",5203.0,Borderline,Borderline,TURBT,True
BT,NAC2020,"[41147,19220]",5323.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[41340,17332]",5244.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[41499,15587]",4852.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[41618,13922]",2480.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[41904,19911]",4262.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[41974,12177]",6024.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[41983,18246]",8703.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[42023,16541]",4393.0,Borderline,Borderline,TURBT,True
BT,NAC2020,"[42054,10432]",5816.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[42188,10318]",1085.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[42252,8728]",6738.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[42260,11902]",8328.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[42260,13607]",4649.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[42379,8690]",6396.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[42815,19324]",6753.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[43164,15864]",4981.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[43323,14080]",4917.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[43490,19990]",4445.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[43521,12336]",6193.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[43648,18246]",7181.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[43759,10591]",4254.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[43820,16656]",965.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[43846,13527]",7072.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[43846,15153]",1854.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[43886,11941]",7789.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[43917,8807]",7832.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[43965,10316]",2828.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[44005,8650]",4328.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[44517,19676]",8225.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[44591,17807]",11599.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[44869,16102]",5390.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[45094,14212]",6183.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[45186,12455]",12415.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[45274,18325]",4451.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[45274,19911]",5425.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[45472,13488]",4032.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[45472,15074]",3020.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[45503,10670]",4249.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[45583,8965]",8564.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[45591,11783]",1081.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[45670,10236]",5311.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[45670,8532]",7144.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[46336,17887]",7259.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[46362,19910]",7947.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[46574,16221]",6400.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[46732,14397]",3376.0,Unusable,Unusable,TURBT,True
