panel,cohort_label,coord,n_parquet_cells,qc_status,structural_acceptability,sample_type,has_all_primary_inputs
BT,NAC2020,"[46900,20030]",5489.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[46970,12534]",12099.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[47018,18365]",6810.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[47089,10869]",3382.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[47098,11822]",3193.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[47098,13448]",3872.0,Borderline,Borderline,TURBT,True
BT,NAC2020,"[47098,15113]",5604.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[47288,9084]",7680.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[48001,19988]",8492.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[48120,18164]",7461.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[48279,16301]",7703.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[48437,14477]",9160.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[48675,12692]",7772.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[48723,19871]",6219.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[48755,11067]",6904.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[48763,16739]",3381.0,Borderline,Borderline,TURBT,True
BT,NAC2020,"[48842,11783]",2537.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[48882,13369]",5556.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[48882,15074]",6327.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[48953,9362]",6737.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[49001,8413]",5689.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[49627,19948]",8449.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[49825,18204]",8763.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[50063,16459]",6566.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[50103,14715]",6878.0,Borderline,Borderline,TURBT,True
BT,NAC2020,"[50301,12930]",9230.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[50389,19911]",7225.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[50460,11186]",4913.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[50468,16779]",6894.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[50539,9481]",5767.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[50547,11783]",6356.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[50587,13448]",3027.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[50587,15113]",4991.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[50706,8532]",3983.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[51372,19988]",5335.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[51451,18243]",5579.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[51689,16538]",5864.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[51847,14834]",8425.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[52006,13089]",4909.0,Borderline,Borderline,TURBT,True
BT,NAC2020,"[52133,18365]",6034.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[52133,19951]",8451.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[52164,11424]",7260.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[52164,9639]",4541.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[52212,16818]",4541.0,Borderline,Borderline,TURBT,True
BT,NAC2020,"[52252,13448]",3941.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[52292,11783]",2075.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[53037,20028]",5339.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[53275,18323]",5551.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[53394,16658]",6296.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[53592,14992]",7695.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[53671,13287]",4494.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[53798,18444]",5376.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[53830,11503]",7236.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[53830,9798]",4643.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[53838,15193]",4518.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[53838,20030]",7534.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[53878,11822]",3741.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[53878,13488]",4973.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[53917,10157]",3054.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[53957,8532]",6536.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[54900,19988]",6962.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[55059,18402]",7245.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[55218,16737]",7421.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[55297,15032]",5943.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[55416,13372]",7624.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[55424,18404]",5645.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[55424,19990]",5916.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[55495,11662]",7066.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[55503,11822]",4199.0,Borderline,Borderline,TURBT,True
BT,NAC2020,"[55503,15193]",3396.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[55503,16779]",3720.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[55535,9957]",6019.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[55543,10118]",6973.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[55543,13527]",664.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[55622,8452]",5619.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[56719,20050]",7331.0,Borderline,Borderline,TURBT,True
BT,NAC2020,"[56883,18442]",8181.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[56891,20070]",4774.0,Borderline,Borderline,RC,True
BT,NAC2020,"[57002,16776]",6873.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[57041,15151]",7270.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[57089,18404]",5182.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[57129,13567]",4099.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[57160,11701]",7031.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[57178,13542]",7319.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[57200,10115]",6449.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[57208,11902]",4754.0,Borderline,Borderline,TURBT,True
BT,NAC2020,"[57208,15232]",8640.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[57248,10197]",4685.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[57288,8492]",6036.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[58675,18563]",5051.0,Acceptable,Acceptable,RC,True
BT,NAC2020,"[58834,15153]",4359.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[58874,13527]",3955.0,Borderline,Borderline,TURBT,True
BT,NAC2020,"[58913,11822]",1622.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[59032,10197]",6478.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[60460,16937]",9332.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[60499,11862]",983.0,Unusable,Unusable,TURBT,True
BT,NAC2020,"[60499,15232]",6490.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[60579,13527]",6425.0,Acceptable,Acceptable,TURBT,True
BT,NAC2020,"[60698,10118]",5393.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[37542,17408]",4979.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[37542,9042]",7907.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[37581,14077]",5350.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[37581,15742]",5383.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[37604,20642]",2400.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[37621,10707]",3656.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[37643,18778]",2457.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[37740,7495]",3746.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[39128,19192]",6537.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[39130,20619]",8150.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[39167,17447]",6341.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[39169,18914]",4596.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[39207,14077]",4225.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[39207,15782]",6238.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[39207,20817]",4153.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[39212,12266]",1148.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[39247,10746]",4025.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[39247,9002]",5310.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[39368,17249]",6251.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[39405,7416]",3777.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[39563,15596]",4393.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[39734,13772]",5101.0,Acceptable,Acceptable,Unknown,False
BT,No-NAC,"[39764,11936]",7404.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[40002,10231]",5928.0,Borderline,Borderline,TURBT,True
BT,No-NAC,"[40081,8565]",8091.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[40280,6781]",8484.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[40518,5155]",3892.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[40795,20698]",6616.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[40872,15782]",4582.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[40872,19152]",7529.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[40912,14077]",1807.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[40912,17487]",10987.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[40912,20897]",7518.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[40914,19033]",6526.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[40991,12451]",2981.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[41031,10746]",6529.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[41033,17328]",7474.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[41071,9081]",4868.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[41150,7456]",5536.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[41192,15623]",4738.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[41310,13878]",4604.0,Acceptable,Acceptable,Unknown,False
BT,No-NAC,"[41509,12094]",6969.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[41707,10310]",6275.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[41866,8605]",6800.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[42064,6860]",3639.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[42341,5195]",5940.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[42538,20857]",7889.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[42577,19152]",8566.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[42579,20817]",3440.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[42617,15861]",3650.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[42634,12340]",1871.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[42656,14156]",4064.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[42656,17526]",6513.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[42659,19152]",6219.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[42736,10826]",3997.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[42778,17447]",5637.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[42815,9121]",3297.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[42894,7535]",4999.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[42936,15702]",6407.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[43095,14037]",3842.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[43214,12292]",5824.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[43543,10535]",4799.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[43647,8632]",2848.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[43888,7059]",2891.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[44007,5314]",4442.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[44205,21015]",4395.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[44242,20857]",7172.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[44282,17487]",4628.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[44282,19192]",5461.0,Borderline,Borderline,TURBT,True
BT,No-NAC,"[44362,14196]",3348.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[44362,15861]",3047.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[44364,19310]",5256.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[44480,10865]",4942.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[44480,12531]",4015.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[44480,9160]",4671.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[44562,17605]",5082.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[44599,7535]",6135.0,Borderline,Borderline,TURBT,True
BT,No-NAC,"[44681,15861]",5135.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[44839,14156]",3430.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[44998,12372]",5342.0,Borderline,Borderline,TURBT,True
BT,No-NAC,"[45156,10627]",5884.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[45315,8922]",5552.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[45553,7138]",8103.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[45791,5274]",5786.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[45987,15916]",1693.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[45987,19232]",6272.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[46027,20936]",5561.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[46029,21214]",5422.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[46066,14236]",7617.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[46094,17532]",1143.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[46108,19429]",2158.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[46146,12570]",5249.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[46185,10945]",5094.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[46185,9240]",8911.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[46267,17645]",3152.0,Unusable,Unusable,RC,True
BT,No-NAC,"[46344,7575]",4871.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[46425,15940]",5487.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[46584,14275]",6920.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[46742,12491]",5791.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[46901,10786]",8120.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[47060,9001]",5021.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[47298,7178]",5527.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[47496,5433]",5715.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[47652,19271]",5999.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[47692,20897]",4688.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[47732,17606]",7067.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[47771,15941]",6720.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[47773,21332]",4556.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[47811,14275]",5894.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[47851,12610]",4172.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[47853,19588]",5550.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[47890,10945]",5221.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[47930,9240]",6376.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[48011,17804]",5217.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[48049,7575]",4613.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[48170,16099]",4858.0,Unusable,Unusable,RC,True
BT,No-NAC,"[48368,14394]",7020.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[48487,12649]",4983.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[48646,10865]",5991.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[48804,9120]",5296.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[49042,7257]",5284.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[49201,5473]",5654.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[49397,19350]",7569.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[49397,20897]",2813.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[49437,16060]",7752.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[49476,14315]",5826.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[49476,17646]",5594.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[49478,21412]",3639.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[49558,19707]",5039.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[49595,12610]",4799.0,Borderline,Borderline,TURBT,True
BT,No-NAC,"[49635,10984]",6382.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[49714,7654]",4742.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[49756,17962]",6483.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[49875,16257]",6628.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[50150,14666]",2737.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[50232,12808]",4695.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[50351,11024]",5182.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[50588,9239]",8137.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[50747,7455]",8414.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[50995,5567]",2647.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[51102,19311]",6291.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[51102,20897]",6185.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[51144,21531]",4239.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[51181,17571]",6241.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[51221,16060]",5666.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[51260,12650]",4645.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[51260,14355]",9845.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[51302,19826]",5663.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[51340,11064]",5634.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[51380,7733]",6894.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[51419,9359]",5029.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[51500,18081]",5142.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[51659,16376]",6370.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[51778,14751]",5345.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[52016,12927]",4411.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[52174,11142]",7551.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[52333,9358]",5059.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[52452,7653]",7267.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[52650,5829]",6407.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[52690,21808]",4551.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[52807,19232]",5039.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[52846,21055]",6976.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[52886,16020]",5558.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[52926,17725]",9530.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[53005,11024]",7115.0,Borderline,Borderline,TURBT,True
BT,No-NAC,"[53005,12689]",3310.0,Borderline,Borderline,TURBT,True
BT,No-NAC,"[53007,19984]",6685.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[53084,9438]",5223.0,Borderline,Borderline,TURBT,True
BT,No-NAC,"[53124,7773]",7632.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[53166,18200]",5101.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[53176,14441]",6540.0,Borderline,Borderline,TURBT,True
BT,No-NAC,"[53404,16456]",5074.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[53602,14790]",7951.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[53959,11420]",7301.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[54038,9557]",6548.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[54197,7772]",2618.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[54395,5988]",7733.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[54591,19390]",8344.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[54631,16020]",7293.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[54634,21768]",5715.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[54670,11143]",4660.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[54670,14434]",5257.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[54670,17725]",4170.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[54710,12769]",6056.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[54829,7773]",7080.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[54829,9478]",6555.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[54831,20103]",5338.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[55029,18319]",3217.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[55228,16574]",4768.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[55386,14870]",7171.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[55624,11499]",5747.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[55822,9755]",5808.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[55941,7931]",3814.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[56217,17685]",4441.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[56336,16139]",7513.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[56336,19350]",3970.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[56375,12526]",1564.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[56415,11143]",4701.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[56455,14474]",3565.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[56534,7892]",7430.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[56534,9517]",4564.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[56615,20064]",4727.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[56774,18398]",5590.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[56972,16733]",6399.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[57131,15028]",4197.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[57408,11658]",7299.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[57567,9874]",6094.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[57686,8050]",5245.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[57884,6305]",3528.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[58041,14474]",9347.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[58041,16139]",7886.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[58080,12808]",5856.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[58160,11262]",6911.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[58199,9557]",7434.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[58239,7931]",4622.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[58400,20143]",5121.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[58558,18478]",5500.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[58717,16812]",5687.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[58940,15236]",3989.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[59192,11777]",6648.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[59391,10191]",5609.0,Borderline,Borderline,TURBT,True
BT,No-NAC,"[59549,8407]",6205.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[59706,19390]",5927.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[59785,14553]",6132.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[59785,16178]",7170.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[59825,12843]",7504.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[59904,9517]",4876.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[59944,11262]",5560.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[60063,7971]",8051.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[60184,20183]",6737.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[60382,18597]",8418.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[60501,16892]",5170.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[60778,15266]",4562.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[61016,11975]",7128.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[61215,10310]",7798.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[61294,8645]",1892.0,Unusable,Unusable,TURBT,True
BT,No-NAC,"[61373,6940]",5896.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[62087,20262]",5524.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[62166,18597]",7315.0,Acceptable,Acceptable,RC,True
