entity_id,branch,panel,cohort_label,sample_type,coord,qc_status,has_all_primary_inputs,n_parquet_cells,tissue_class,adjusted_area_percent
"TMA|AR|[35758,17337]",TMA,AR,No-NAC,RC,"[35758,17337]",Acceptable,True,6890.0,Stroma,40.35966602440591
"TMA|AR|[35797,15632]",TMA,AR,No-NAC,RC,"[35797,15632]",Acceptable,True,5763.0,Stroma,22.73005010387389
"TMA|AR|[37304,20747]",TMA,AR,No-NAC,RC,"[37304,20747]",Acceptable,True,7183.0,Stroma,11.905104241552838
"TMA|AR|[37344,19082]",TMA,AR,No-NAC,RC,"[37344,19082]",Acceptable,True,6042.0,Stroma,29.037097654118934
"TMA|AR|[37423,17377]",TMA,AR,No-NAC,RC,"[37423,17377]",Acceptable,True,7776.0,Stroma,43.254376930998966
"TMA|AR|[37542,15672]",TMA,AR,No-NAC,RC,"[37542,15672]",Acceptable,True,5511.0,Stroma,7.294608866511115
"TMA|AR|[39088,20826]",TMA,AR,No-NAC,RC,"[39088,20826]",Acceptable,True,3604.0,Stroma,94.59549071618036
"TMA|AR|[39128,19161]",TMA,AR,No-NAC,RC,"[39128,19161]",Acceptable,True,6342.0,Stroma,19.670654830824652
"TMA|AR|[39167,17416]",TMA,AR,No-NAC,RC,"[39167,17416]",Acceptable,True,6415.0,Stroma,72.64229085315347
"TMA|AR|[39247,15711]",TMA,AR,No-NAC,RC,"[39247,15711]",Acceptable,True,7797.0,Stroma,61.76226101413133
"TMA|AR|[39405,14006]",TMA,AR,No-NAC,RC,"[39405,14006]",Acceptable,True,4356.0,Stroma,52.718584527960736
"TMA|AR|[40714,20985]",TMA,AR,No-NAC,RC,"[40714,20985]",Acceptable,True,4606.0,Stroma,95.1997854652722
"TMA|AR|[40872,19280]",TMA,AR,No-NAC,RC,"[40872,19280]",Acceptable,True,5070.0,Stroma,36.823640534340846
"TMA|AR|[40952,17535]",TMA,AR,No-NAC,RC,"[40952,17535]",Acceptable,True,5309.0,Stroma,76.06304985337243
"TMA|AR|[41071,15791]",TMA,AR,No-NAC,RC,"[41071,15791]",Acceptable,True,6287.0,Stroma,41.00885170364981
"TMA|AR|[41150,14046]",TMA,AR,No-NAC,RC,"[41150,14046]",Acceptable,True,3886.0,Stroma,55.841371918542336
"TMA|AR|[42538,21104]",TMA,AR,No-NAC,RC,"[42538,21104]",Acceptable,True,4622.0,Stroma,30.78787878787879
"TMA|AR|[42577,19320]",TMA,AR,No-NAC,RC,"[42577,19320]",Acceptable,True,2273.0,Stroma,98.8300835654596
"TMA|AR|[42696,17535]",TMA,AR,No-NAC,RC,"[42696,17535]",Borderline,True,3823.0,Stroma,67.90820829655782
"TMA|AR|[42855,15830]",TMA,AR,No-NAC,RC,"[42855,15830]",Acceptable,True,6001.0,Stroma,37.332116312426656
"TMA|AR|[42894,14125]",TMA,AR,No-NAC,RC,"[42894,14125]",Acceptable,True,7171.0,Stroma,65.07276507276508
"TMA|AR|[44282,21223]",TMA,AR,No-NAC,RC,"[44282,21223]",Acceptable,True,5075.0,Stroma,77.3764258555133
"TMA|AR|[44322,19399]",TMA,AR,No-NAC,RC,"[44322,19399]",Acceptable,True,5874.0,Stroma,80.03281585258111
"TMA|AR|[44480,17615]",TMA,AR,No-NAC,RC,"[44480,17615]",Acceptable,True,5791.0,Stroma,67.83134112701957
"TMA|AR|[44560,15949]",TMA,AR,No-NAC,RC,"[44560,15949]",Borderline,True,4827.0,Stroma,31.484532308255538
"TMA|AR|[44718,14205]",TMA,AR,No-NAC,RC,"[44718,14205]",Acceptable,True,7383.0,Stroma,56.90036900369004
"TMA|AR|[46027,21223]",TMA,AR,No-NAC,RC,"[46027,21223]",Acceptable,True,3923.0,Stroma,64.32249322493224
"TMA|AR|[46066,19478]",TMA,AR,No-NAC,RC,"[46066,19478]",Acceptable,True,4941.0,Stroma,47.43250397035469
"TMA|AR|[46225,17734]",TMA,AR,No-NAC,RC,"[46225,17734]",Acceptable,True,6473.0,Stroma,21.386164171399074
"TMA|AR|[46304,16068]",TMA,AR,No-NAC,RC,"[46304,16068]",Acceptable,True,7511.0,Stroma,74.22506332167411
"TMA|AR|[46463,14284]",TMA,AR,No-NAC,RC,"[46463,14284]",Acceptable,True,2993.0,Stroma,96.23282134195634
"TMA|AR|[47652,21302]",TMA,AR,No-NAC,RC,"[47652,21302]",Acceptable,True,4026.0,Stroma,58.393252212389385
"TMA|AR|[47811,19557]",TMA,AR,No-NAC,RC,"[47811,19557]",Acceptable,True,6283.0,Stroma,39.381841596909204
"TMA|AR|[47930,17813]",TMA,AR,No-NAC,RC,"[47930,17813]",Acceptable,True,5109.0,Stroma,50.27748612569372
"TMA|AR|[48128,16108]",TMA,AR,No-NAC,RC,"[48128,16108]",Acceptable,True,6994.0,Stroma,47.640697960186785
"TMA|AR|[48208,14443]",TMA,AR,No-NAC,RC,"[48208,14443]",Acceptable,True,5633.0,Stroma,88.5349497033789
"TMA|AR|[49278,21500]",TMA,AR,No-NAC,RC,"[49278,21500]",Acceptable,True,3517.0,Stroma,98.05999104611251
"TMA|AR|[49556,19716]",TMA,AR,No-NAC,RC,"[49556,19716]",Acceptable,True,6907.0,Stroma,52.344288669271435
"TMA|AR|[49714,17932]",TMA,AR,No-NAC,RC,"[49714,17932]",Acceptable,True,5976.0,Stroma,87.44444444444444
"TMA|AR|[49873,16187]",TMA,AR,No-NAC,RC,"[49873,16187]",Acceptable,True,5352.0,Stroma,80.58777016341593
"TMA|AR|[50071,14482]",TMA,AR,No-NAC,RC,"[50071,14482]",Acceptable,True,9363.0,Stroma,75.15202098485751
"TMA|AR|[51221,21580]",TMA,AR,No-NAC,RC,"[51221,21580]",Acceptable,True,2346.0,Stroma,99.68404423380728
"TMA|AR|[51340,19835]",TMA,AR,No-NAC,RC,"[51340,19835]",Acceptable,True,5330.0,Stroma,65.60106964871764
"TMA|AR|[51538,18051]",TMA,AR,No-NAC,RC,"[51538,18051]",Acceptable,True,3864.0,Stroma,99.30417495029822
"TMA|AR|[51657,16266]",TMA,AR,No-NAC,RC,"[51657,16266]",Acceptable,True,5279.0,Stroma,70.54634904194717
"TMA|AR|[51816,14522]",TMA,AR,No-NAC,RC,"[51816,14522]",Acceptable,True,9335.0,Stroma,68.42918250950571
"TMA|AR|[53124,19795]",TMA,AR,No-NAC,RC,"[53124,19795]",Acceptable,True,5325.0,Stroma,80.4016620498615
"TMA|AR|[53322,18090]",TMA,AR,No-NAC,RC,"[53322,18090]",Acceptable,True,5873.0,Stroma,64.62282152397914
"TMA|AR|[53441,16386]",TMA,AR,No-NAC,RC,"[53441,16386]",Acceptable,True,6878.0,Stroma,41.033741943637054
"TMA|AR|[53679,14680]",TMA,AR,No-NAC,RC,"[53679,14680]",Acceptable,True,4300.0,Stroma,96.63180768708406
"TMA|AR|[54908,19875]",TMA,AR,No-NAC,RC,"[54908,19875]",Acceptable,True,5040.0,Stroma,51.72510913955781
"TMA|AR|[55107,18170]",TMA,AR,No-NAC,RC,"[55107,18170]",Acceptable,True,6353.0,Stroma,90.61413673232909
"TMA|AR|[55226,16465]",TMA,AR,No-NAC,RC,"[55226,16465]",Acceptable,True,6461.0,Stroma,49.9682216855218
"TMA|AR|[55384,14720]",TMA,AR,No-NAC,RC,"[55384,14720]",Acceptable,True,4315.0,Stroma,97.57241379310344
"TMA|AR|[56772,19954]",TMA,AR,No-NAC,RC,"[56772,19954]",Acceptable,True,4775.0,Stroma,52.93223559214694
"TMA|AR|[56891,18249]",TMA,AR,No-NAC,RC,"[56891,18249]",Acceptable,True,8800.0,Stroma,83.63781837578344
"TMA|AR|[57049,16584]",TMA,AR,No-NAC,RC,"[57049,16584]",Acceptable,True,5740.0,Stroma,47.81843329561172
"TMA|AR|[57248,14879]",TMA,AR,No-NAC,RC,"[57248,14879]",Acceptable,True,4860.0,Stroma,98.89710827168797
"TMA|AR|[58596,19954]",TMA,AR,No-NAC,RC,"[58596,19954]",Acceptable,True,5556.0,Stroma,72.99613045881702
"TMA|AR|[58675,18289]",TMA,AR,No-NAC,RC,"[58675,18289]",Acceptable,True,7885.0,Stroma,63.19444444444444
"TMA|AR|[58834,16623]",TMA,AR,No-NAC,RC,"[58834,16623]",Acceptable,True,4704.0,Stroma,51.66013071895426
"TMA|AR|[58992,14918]",TMA,AR,No-NAC,RC,"[58992,14918]",Acceptable,True,6190.0,Stroma,75.91332829428067
"BLASST|AR|[30341,13258]",BLASST,AR,BLASST,TURBT,"[30341,13258]",Missing QC,True,17375.0,Epi,7.245053272450533
"BLASST|AR|[31598,7095]",BLASST,AR,BLASST,TURBT,"[31598,7095]",Missing QC,True,15995.0,Epi,35.39136646596591
"BLASST|AR|[31833,9335]",BLASST,AR,BLASST,TURBT,"[31833,9335]",Missing QC,True,11335.0,Epi,9.296038265571385
"BLASST|AR|[31836,6595]",BLASST,AR,BLASST,TURBT,"[31836,6595]",Missing QC,True,16005.0,Epi,27.057748908961738
"BLASST|AR|[31843,12447]",BLASST,AR,BLASST,TURBT,"[31843,12447]",Missing QC,True,11175.0,Epi,7.675317504141359
"BLASST|AR|[32148,9283]",BLASST,AR,BLASST,TURBT,"[32148,9283]",Missing QC,True,13135.0,Epi,37.00579327167395
"BLASST|AR|[32577,16395]",BLASST,AR,BLASST,TURBT,"[32577,16395]",Missing QC,True,14900.0,Epi,19.079606978143172
"BLASST|AR|[32626,6725]",BLASST,AR,BLASST,TURBT,"[32626,6725]",Missing QC,True,17970.0,Epi,21.807326452135197
"BLASST|AR|[32921,5927]",BLASST,AR,BLASST,TURBT,"[32921,5927]",Missing QC,True,17240.0,Epi,8.271592408403531
"BLASST|AR|[33137,7756]",BLASST,AR,BLASST,TURBT,"[33137,7756]",Missing QC,True,13145.0,Epi,8.736447039199334
"BLASST|AR|[33387,6427]",BLASST,AR,BLASST,TURBT,"[33387,6427]",Missing QC,True,17930.0,Epi,5.6886830447039864
"BLASST|AR|[33585,14772]",BLASST,AR,BLASST,TURBT,"[33585,14772]",Missing QC,True,8565.0,Epi,2.361439088762328
"BLASST|AR|[33689,6927]",BLASST,AR,BLASST,TURBT,"[33689,6927]",Missing QC,True,17190.0,Epi,4.106013452464612
"BLASST|AR|[34430,16948]",BLASST,AR,BLASST,TURBT,"[34430,16948]",Missing QC,True,14540.0,Epi,12.896974916567984
"BLASST|AR|[34455,14004]",BLASST,AR,BLASST,TURBT,"[34455,14004]",Missing QC,True,12605.0,Epi,16.415882967607107
"BLASST|AR|[34497,8368]",BLASST,AR,BLASST,TURBT,"[34497,8368]",Missing QC,True,12490.0,Epi,6.876645736277091
"BLASST|AR|[34509,17151]",BLASST,AR,BLASST,TURBT,"[34509,17151]",Missing QC,True,5935.0,Epi,0.5780346820809249
"BLASST|AR|[34621,20905]",BLASST,AR,BLASST,TURBT,"[34621,20905]",Missing QC,True,14450.0,Epi,98.38460746990431
"BLASST|AR|[34688,11367]",BLASST,AR,BLASST,TURBT,"[34688,11367]",Missing QC,True,16530.0,Epi,15.441176470588236
"BLASST|AR|[34705,7952]",BLASST,AR,BLASST,TURBT,"[34705,7952]",Missing QC,True,9610.0,Epi,12.653147444021968
"BLASST|AR|[34861,13932]",BLASST,AR,BLASST,TURBT,"[34861,13932]",Missing QC,True,11885.0,Epi,16.74602370580488
"BLASST|AR|[35010,13121]",BLASST,AR,BLASST,TURBT,"[35010,13121]",Missing QC,True,8475.0,Epi,0.06514657980456026
"BLASST|AR|[35468,9166]",BLASST,AR,BLASST,TURBT,"[35468,9166]",Missing QC,True,10160.0,Epi,2.6783867631851086
"BLASST|AR|[35699,16417]",BLASST,AR,BLASST,TURBT,"[35699,16417]",Missing QC,True,10225.0,Epi,83.88370423546303
"BLASST|AR|[35744,13421]",BLASST,AR,BLASST,TURBT,"[35744,13421]",Missing QC,True,18660.0,Epi,9.81
"BLASST|AR|[35758,12546]",BLASST,AR,BLASST,TURBT,"[35758,12546]",Missing QC,True,12390.0,Epi,82.74309723889556
"BLASST|AR|[35823,18050]",BLASST,AR,BLASST,TURBT,"[35823,18050]",Missing QC,True,16200.0,Epi,48.48792368581287
"BLASST|AR|[35907,16380]",BLASST,AR,BLASST,TURBT,"[35907,16380]",Missing QC,True,16795.0,Epi,17.844055374592834
"BLASST|AR|[35962,11716]",BLASST,AR,BLASST,TURBT,"[35962,11716]",Missing QC,True,14195.0,Epi,13.082967649760178
"BLASST|AR|[36063,8249]",BLASST,AR,BLASST,TURBT,"[36063,8249]",Missing QC,True,13255.0,Epi,44.19
"BLASST|AR|[36188,21152]",BLASST,AR,BLASST,TURBT,"[36188,21152]",Missing QC,True,16995.0,Epi,23.506438674266416
"BLASST|AR|[36336,12656]",BLASST,AR,BLASST,TURBT,"[36336,12656]",Missing QC,True,18290.0,Epi,20.663393125563683
"BLASST|AR|[36693,14160]",BLASST,AR,BLASST,TURBT,"[36693,14160]",Missing QC,True,9060.0,Epi,0.42685292976329064
"BLASST|AR|[36985,11818]",BLASST,AR,BLASST,TURBT,"[36985,11818]",Missing QC,True,19150.0,Epi,27.7
"BLASST|AR|[37025,16970]",BLASST,AR,BLASST,TURBT,"[37025,16970]",Missing QC,True,14505.0,Epi,23.434506403146113
"BLASST|AR|[37151,17820]",BLASST,AR,BLASST,TURBT,"[37151,17820]",Missing QC,True,13150.0,Epi,44.62360069836705
"BLASST|AR|[37429,4845]",BLASST,AR,BLASST,TURBT,"[37429,4845]",Missing QC,True,10475.0,Epi,17.13075701429328
"BLASST|AR|[37508,11388]",BLASST,AR,BLASST,TURBT,"[37508,11388]",Missing QC,True,16425.0,Epi,31.555153707052444
"BLASST|AR|[37709,6279]",BLASST,AR,BLASST,TURBT,"[37709,6279]",Missing QC,True,10990.0,Epi,29.250311897470795
"BLASST|AR|[37880,15930]",BLASST,AR,BLASST,TURBT,"[37880,15930]",Missing QC,True,11070.0,Epi,9.142359599477578
"BLASST|AR|[37897,8958]",BLASST,AR,BLASST,TURBT,"[37897,8958]",Missing QC,True,12105.0,Epi,39.02659307576518
"BLASST|AR|[38022,22745]",BLASST,AR,BLASST,TURBT,"[38022,22745]",Missing QC,True,7935.0,Epi,75.20119225037259
"BLASST|AR|[38137,12239]",BLASST,AR,BLASST,TURBT,"[38137,12239]",Missing QC,True,12500.0,Epi,80.66033016508254
"BLASST|AR|[38338,15037]",BLASST,AR,BLASST,TURBT,"[38338,15037]",Missing QC,True,12385.0,Epi,42.16649949849549
"BLASST|AR|[38660,19135]",BLASST,AR,BLASST,TURBT,"[38660,19135]",Missing QC,True,14155.0,Epi,24.368394564670357
"BLASST|AR|[38727,14234]",BLASST,AR,BLASST,TURBT,"[38727,14234]",Missing QC,True,14685.0,Epi,26.04001270244522
"BLASST|AR|[38891,9925]",BLASST,AR,BLASST,TURBT,"[38891,9925]",Missing QC,True,11130.0,Epi,64.39827361236576
"BLASST|AR|[38975,12721]",BLASST,AR,BLASST,TURBT,"[38975,12721]",Missing QC,True,10640.0,Epi,44.19564544422661
"BLASST|AR|[39000,13595]",BLASST,AR,BLASST,TURBT,"[39000,13595]",Missing QC,True,10350.0,Epi,8.043833061319654
"BLASST|AR|[39020,15595]",BLASST,AR,BLASST,TURBT,"[39020,15595]",Missing QC,True,18680.0,Epi,32.411268178582326
"BLASST|AR|[39067,13453]",BLASST,AR,BLASST,TURBT,"[39067,13453]",Missing QC,True,11950.0,Epi,28.18013951579811
"BLASST|AR|[39079,14789]",BLASST,AR,BLASST,TURBT,"[39079,14789]",Missing QC,True,15625.0,Epi,29.780801209372637
"BLASST|AR|[39181,8306]",BLASST,AR,BLASST,TURBT,"[39181,8306]",Missing QC,True,18270.0,Epi,39.32014205986809
"BLASST|AR|[39183,15927]",BLASST,AR,BLASST,TURBT,"[39183,15927]",Missing QC,True,14585.0,Epi,74.26742674267427
"BLASST|AR|[39292,8824]",BLASST,AR,BLASST,TURBT,"[39292,8824]",Missing QC,True,11830.0,Epi,8.07914262159934
"BLASST|AR|[39389,13777]",BLASST,AR,BLASST,TURBT,"[39389,13777]",Missing QC,True,8830.0,Epi,29.250341709599407
"BLASST|AR|[39510,14945]",BLASST,AR,BLASST,TURBT,"[39510,14945]",Missing QC,True,16185.0,Epi,36.02769011503614
"BLASST|AR|[39748,18211]",BLASST,AR,BLASST,TURBT,"[39748,18211]",Missing QC,True,12640.0,Epi,11.766551615939756
"BLASST|AR|[39904,10646]",BLASST,AR,BLASST,TURBT,"[39904,10646]",Missing QC,True,16835.0,Epi,14.562417604705406
"BLASST|AR|[39989,4847]",BLASST,AR,BLASST,TURBT,"[39989,4847]",Missing QC,True,16800.0,Epi,37.61880940470235
"BLASST|AR|[40124,13425]",BLASST,AR,BLASST,TURBT,"[40124,13425]",Missing QC,True,5855.0,Epi,2.6848409748038
"BLASST|AR|[40264,19122]",BLASST,AR,BLASST,TURBT,"[40264,19122]",Missing QC,True,15705.0,Epi,15.415617128463476
"BLASST|AR|[40447,20469]",BLASST,AR,BLASST,TURBT,"[40447,20469]",Missing QC,True,4735.0,Epi,6.766457919657858
"BLASST|AR|[40504,13109]",BLASST,AR,BLASST,TURBT,"[40504,13109]",Missing QC,True,15575.0,Epi,21.072717895822592
"BLASST|AR|[40578,20372]",BLASST,AR,BLASST,TURBT,"[40578,20372]",Missing QC,True,14655.0,Epi,18.88281724347298
"BLASST|AR|[40593,18392]",BLASST,AR,BLASST,TURBT,"[40593,18392]",Missing QC,True,10605.0,Epi,0.9274968894921389
"BLASST|AR|[40729,19520]",BLASST,AR,BLASST,TURBT,"[40729,19520]",Missing QC,True,14130.0,Epi,42.18940936863544
"BLASST|AR|[40739,8525]",BLASST,AR,BLASST,TURBT,"[40739,8525]",Missing QC,True,9330.0,Epi,11.804557585711352
"BLASST|AR|[40786,10901]",BLASST,AR,BLASST,TURBT,"[40786,10901]",Missing QC,True,13430.0,Epi,65.89769307923771
"BLASST|AR|[40789,3809]",BLASST,AR,BLASST,TURBT,"[40789,3809]",Missing QC,True,12080.0,Epi,20.961017302480716
"BLASST|AR|[40791,15092]",BLASST,AR,BLASST,TURBT,"[40791,15092]",Missing QC,True,14000.0,Epi,82.26822682268227
"BLASST|AR|[40878,15790]",BLASST,AR,BLASST,TURBT,"[40878,15790]",Missing QC,True,17900.0,Epi,0.5634390651085142
"BLASST|AR|[40948,15078]",BLASST,AR,BLASST,TURBT,"[40948,15078]",Missing QC,True,15655.0,Epi,29.058621733427504
"BLASST|AR|[40950,16021]",BLASST,AR,BLASST,TURBT,"[40950,16021]",Missing QC,True,11050.0,Epi,44.086021505376344
"BLASST|AR|[40972,11513]",BLASST,AR,BLASST,TURBT,"[40972,11513]",Missing QC,True,14925.0,Epi,4.601990049751244
"BLASST|AR|[41089,11902]",BLASST,AR,BLASST,TURBT,"[41089,11902]",Missing QC,True,17115.0,Epi,8.018154311649017
"BLASST|AR|[41111,15166]",BLASST,AR,BLASST,TURBT,"[41111,15166]",Missing QC,True,15640.0,Epi,12.83248730964467
"BLASST|AR|[41220,13064]",BLASST,AR,BLASST,TURBT,"[41220,13064]",Missing QC,True,12720.0,Epi,5.573890722405573
"BLASST|AR|[41252,16764]",BLASST,AR,BLASST,TURBT,"[41252,16764]",Missing QC,True,9495.0,Epi,32.8287197231834
"BLASST|AR|[41285,19625]",BLASST,AR,BLASST,TURBT,"[41285,19625]",Missing QC,True,14105.0,Epi,31.28452345083861
"BLASST|AR|[41332,11658]",BLASST,AR,BLASST,TURBT,"[41332,11658]",Missing QC,True,16440.0,Epi,37.61523046092184
"BLASST|AR|[41342,8107]",BLASST,AR,BLASST,TURBT,"[41342,8107]",Missing QC,True,17685.0,Epi,35.41
"BLASST|AR|[41530,10809]",BLASST,AR,BLASST,TURBT,"[41530,10809]",Missing QC,True,15070.0,Epi,22.221076510620744
"BLASST|AR|[41547,15290]",BLASST,AR,BLASST,TURBT,"[41547,15290]",Missing QC,True,14525.0,Epi,1.0216847372810676
"BLASST|AR|[41661,5470]",BLASST,AR,BLASST,TURBT,"[41661,5470]",Missing QC,True,13400.0,Epi,11.899814065405229
"BLASST|AR|[41850,22211]",BLASST,AR,BLASST,TURBT,"[41850,22211]",Missing QC,True,15505.0,Epi,30.126658624849213
"BLASST|AR|[41972,15500]",BLASST,AR,BLASST,TURBT,"[41972,15500]",Missing QC,True,14220.0,Epi,46.92877255188237
"BLASST|AR|[42102,10648]",BLASST,AR,BLASST,TURBT,"[42102,10648]",Missing QC,True,18370.0,Epi,9.658350866646629
"BLASST|AR|[42358,17435]",BLASST,AR,BLASST,TURBT,"[42358,17435]",Missing QC,True,14295.0,Epi,36.113724260478726
"BLASST|AR|[42667,15885]",BLASST,AR,BLASST,TURBT,"[42667,15885]",Missing QC,True,13215.0,Epi,5.310985460420032
"BLASST|AR|[42677,10811]",BLASST,AR,BLASST,TURBT,"[42677,10811]",Missing QC,True,10880.0,Epi,0.012459506603538499
"BLASST|AR|[42757,14631]",BLASST,AR,BLASST,TURBT,"[42757,14631]",Missing QC,True,15265.0,Epi,9.59991855848519
"BLASST|AR|[42759,11548]",BLASST,AR,BLASST,TURBT,"[42759,11548]",Missing QC,True,8445.0,Epi,2.3909395973154366
"BLASST|AR|[42784,16876]",BLASST,AR,BLASST,TURBT,"[42784,16876]",Missing QC,True,11090.0,Epi,15.438983986747655
"BLASST|AR|[42785,13782]",BLASST,AR,BLASST,TURBT,"[42785,13782]",Missing QC,True,10050.0,Epi,2.073170731707317
"BLASST|AR|[42801,12353]",BLASST,AR,BLASST,TURBT,"[42801,12353]",Missing QC,True,9455.0,Epi,56.70906382491119
"BLASST|AR|[42833,16141]",BLASST,AR,BLASST,TURBT,"[42833,16141]",Missing QC,True,15410.0,Epi,2.4633018298813596
"BLASST|AR|[42838,18804]",BLASST,AR,BLASST,TURBT,"[42838,18804]",Missing QC,True,11965.0,Epi,0.2031832035218422
"BLASST|AR|[42936,14496]",BLASST,AR,BLASST,TURBT,"[42936,14496]",Missing QC,True,11550.0,Epi,0.7835779715263216
"BLASST|AR|[42940,15510]",BLASST,AR,BLASST,TURBT,"[42940,15510]",Missing QC,True,10550.0,Epi,0.8450704225352114
"BLASST|AR|[43059,14885]",BLASST,AR,BLASST,TURBT,"[43059,14885]",Missing QC,True,12905.0,Epi,1.8770092294928962
"BLASST|AR|[43059,15385]",BLASST,AR,BLASST,TURBT,"[43059,15385]",Missing QC,True,15665.0,Epi,7.378142637249871
"BLASST|AR|[43066,15825]",BLASST,AR,BLASST,TURBT,"[43066,15825]",Missing QC,True,12430.0,Epi,40.90862157976252
"BLASST|AR|[43123,13183]",BLASST,AR,BLASST,TURBT,"[43123,13183]",Missing QC,True,9370.0,Epi,14.163405088062621
"BLASST|AR|[43185,15198]",BLASST,AR,BLASST,TURBT,"[43185,15198]",Missing QC,True,9480.0,Epi,38.959314258119036
"BLASST|AR|[43188,18308]",BLASST,AR,BLASST,TURBT,"[43188,18308]",Missing QC,True,16375.0,Epi,20.507872016251905
"BLASST|AR|[43230,13600]",BLASST,AR,BLASST,TURBT,"[43230,13600]",Missing QC,True,14815.0,Epi,25.711554800339847
"BLASST|AR|[43325,12794]",BLASST,AR,BLASST,TURBT,"[43325,12794]",Missing QC,True,14055.0,Epi,56.47943831494483
"BLASST|AR|[43445,18883]",BLASST,AR,BLASST,TURBT,"[43445,18883]",Missing QC,True,16055.0,Epi,1.622718052738337
"BLASST|AR|[43483,10651]",BLASST,AR,BLASST,TURBT,"[43483,10651]",Missing QC,True,9160.0,Epi,6.13107822410148
"BLASST|AR|[43530,18311]",BLASST,AR,BLASST,TURBT,"[43530,18311]",Missing QC,True,9200.0,Epi,0.33465542885473476
"BLASST|AR|[43634,14465]",BLASST,AR,BLASST,TURBT,"[43634,14465]",Missing QC,True,18075.0,Epi,11.827303131650957
"BLASST|AR|[43634,22134]",BLASST,AR,BLASST,TURBT,"[43634,22134]",Missing QC,True,9365.0,Epi,16.246056782334385
"BLASST|AR|[43706,13520]",BLASST,AR,BLASST,TURBT,"[43706,13520]",Missing QC,True,16325.0,Epi,23.56433616542123
"BLASST|AR|[43862,14266]",BLASST,AR,BLASST,TURBT,"[43862,14266]",Missing QC,True,17405.0,Epi,42.26160507501762
"BLASST|AR|[43894,16443]",BLASST,AR,BLASST,TURBT,"[43894,16443]",Missing QC,True,14625.0,Epi,13.317780707982555
"BLASST|AR|[43911,12685]",BLASST,AR,BLASST,TURBT,"[43911,12685]",Missing QC,True,12145.0,Epi,8.88819095477387
"BLASST|AR|[44035,18261]",BLASST,AR,BLASST,TURBT,"[44035,18261]",Missing QC,True,18480.0,Epi,6.318936192145141
"BLASST|AR|[44214,14653]",BLASST,AR,BLASST,TURBT,"[44214,14653]",Missing QC,True,14080.0,Epi,43.09878891001902
"BLASST|AR|[44221,8815]",BLASST,AR,BLASST,TURBT,"[44221,8815]",Missing QC,True,16065.0,Epi,35.29714697703162
"BLASST|AR|[44310,8038]",BLASST,AR,BLASST,TURBT,"[44310,8038]",Missing QC,True,14300.0,Epi,19.387755102040817
"BLASST|AR|[44385,19413]",BLASST,AR,BLASST,TURBT,"[44385,19413]",Missing QC,True,9305.0,Epi,43.41572123176661
"BLASST|AR|[44414,6934]",BLASST,AR,BLASST,TURBT,"[44414,6934]",Missing QC,True,9790.0,Epi,32.62284047565627
"BLASST|AR|[44471,10770]",BLASST,AR,BLASST,TURBT,"[44471,10770]",Missing QC,True,14235.0,Epi,12.31909636427815
"BLASST|AR|[44530,8719]",BLASST,AR,BLASST,TURBT,"[44530,8719]",Missing QC,True,13800.0,Epi,15.941269008914524
"BLASST|AR|[44543,14413]",BLASST,AR,BLASST,TURBT,"[44543,14413]",Missing QC,True,16510.0,Epi,6.7155926409972855
"BLASST|AR|[44605,14715]",BLASST,AR,BLASST,TURBT,"[44605,14715]",Missing QC,True,13115.0,Epi,5.145888594164456
"BLASST|AR|[44613,9315]",BLASST,AR,BLASST,TURBT,"[44613,9315]",Missing QC,True,14980.0,Epi,54.52807405916683
"BLASST|AR|[44660,13917]",BLASST,AR,BLASST,TURBT,"[44660,13917]",Missing QC,True,8785.0,Epi,20.75055187637969
"BLASST|AR|[44670,16213]",BLASST,AR,BLASST,TURBT,"[44670,16213]",Missing QC,True,14445.0,Epi,12.759611135660627
"BLASST|AR|[44689,15327]",BLASST,AR,BLASST,TURBT,"[44689,15327]",Missing QC,True,10060.0,Epi,22.539028620988724
"BLASST|AR|[44708,16095]",BLASST,AR,BLASST,TURBT,"[44708,16095]",Missing QC,True,11175.0,Epi,52.76371308016877
"BLASST|AR|[44780,17332]",BLASST,AR,BLASST,TURBT,"[44780,17332]",Missing QC,True,9165.0,Epi,31.164306585749607
"BLASST|AR|[44801,13927]",BLASST,AR,BLASST,TURBT,"[44801,13927]",Missing QC,True,10310.0,Epi,0.07207726683004181
"BLASST|AR|[44816,10057]",BLASST,AR,BLASST,TURBT,"[44816,10057]",Missing QC,True,17810.0,Epi,5.384692951497429
"BLASST|AR|[44816,17327]",BLASST,AR,BLASST,TURBT,"[44816,17327]",Missing QC,True,16120.0,Epi,15.528143464289416
"BLASST|AR|[44984,6644]",BLASST,AR,BLASST,TURBT,"[44984,6644]",Missing QC,True,13165.0,Epi,0.1159970473478857
"BLASST|AR|[45012,8386]",BLASST,AR,BLASST,TURBT,"[45012,8386]",Missing QC,True,16180.0,Epi,42.28295819935691
"BLASST|AR|[45019,13042]",BLASST,AR,BLASST,TURBT,"[45019,13042]",Missing QC,True,16275.0,Epi,5.4901960784313735
"BLASST|AR|[45024,11585]",BLASST,AR,BLASST,TURBT,"[45024,11585]",Missing QC,True,16040.0,Epi,12.440578537473451
"BLASST|AR|[45133,16142]",BLASST,AR,BLASST,TURBT,"[45133,16142]",Missing QC,True,5750.0,Epi,0.21670606776989756
