prep_root,panel,cohort,sample_type,region_class,label,label_base,excluded_from_primary,n_cells,n_units,mean_cells_per_unit
AR_state,AR,BLASST,TURBT,Stroma,macrophage__PDL1,macrophage,False,30248,390,77.55897435897435
AR_state,AR,BLASST,TURBT,Stroma,t_cell__PD1,t_cell,False,14295,390,36.65384615384615
AR_state,AR,BLASST,TURBT,Stroma,t_cell__PD1_PDL1,t_cell,False,3461,390,8.874358974358975
AR_state,AR,BLASST,TURBT,Stroma,tumor__PDL1,tumor,False,2541,390,6.515384615384615
AR_state,AR,BLASST,TURBT,Stroma,macrophage__PD1,macrophage,False,1785,390,4.576923076923077
AR_state,AR,BLASST,TURBT,Stroma,cd8_t_cell__PDL1,cd8_t_cell,False,1157,390,2.966666666666667
AR_state,AR,BLASST,TURBT,Stroma,stroma__PD1_PDL1,stroma,False,900,390,2.3076923076923075
AR_state,AR,BLASST,TURBT,Stroma,macrophage__PD1_PDL1,macrophage,False,874,390,2.241025641025641
AR_state,AR,BLASST,TURBT,Stroma,cd8_t_cell__checkpoint_neg,cd8_t_cell,False,526,390,1.3487179487179488
AR_state,AR,BLASST,TURBT,Stroma,cd8_t_cell__PD1_PDL1,cd8_t_cell,False,135,390,0.34615384615384615
AR_state,AR,BLASST,TURBT,Stroma,cd8_t_cell__PD1,cd8_t_cell,False,56,390,0.14358974358974358
AR_state,AR,NAC2020,RC,Epi,tumor__checkpoint_neg,tumor,False,21012,20,1050.6
AR_state,AR,NAC2020,RC,Epi,stroma__checkpoint_neg,stroma,False,7935,20,396.75
AR_state,AR,NAC2020,RC,Epi,stroma__PDL1,stroma,False,3571,20,178.55
AR_state,AR,NAC2020,RC,Epi,macrophage__PDL1,macrophage,False,2486,20,124.3
AR_state,AR,NAC2020,RC,Epi,tumor__PDL1,tumor,False,1860,20,93.0
AR_state,AR,NAC2020,RC,Epi,macrophage__checkpoint_neg,macrophage,False,1624,20,81.2
AR_state,AR,NAC2020,RC,Epi,t_cell__checkpoint_neg,t_cell,False,302,20,15.1
AR_state,AR,NAC2020,RC,Epi,t_cell__PDL1,t_cell,False,277,20,13.85
AR_state,AR,NAC2020,RC,Epi,t_cell__PD1,t_cell,False,70,20,3.5
AR_state,AR,NAC2020,RC,Epi,cd8_t_cell__PDL1,cd8_t_cell,False,69,20,3.45
AR_state,AR,NAC2020,RC,Epi,cd8_t_cell__PD1_PDL1,cd8_t_cell,False,63,20,3.15
AR_state,AR,NAC2020,RC,Epi,t_cell__PD1_PDL1,t_cell,False,36,20,1.8
AR_state,AR,NAC2020,RC,Epi,cd8_t_cell__PD1,cd8_t_cell,False,16,20,0.8
AR_state,AR,NAC2020,RC,Epi,stroma__PD1,stroma,False,12,20,0.6
AR_state,AR,NAC2020,RC,Epi,stroma__PD1_PDL1,stroma,False,12,20,0.6
AR_state,AR,NAC2020,RC,Epi,macrophage__PD1_PDL1,macrophage,False,10,20,0.5
AR_state,AR,NAC2020,RC,Epi,macrophage__PD1,macrophage,False,5,20,0.25
AR_state,AR,NAC2020,RC,Epi,cd8_t_cell__checkpoint_neg,cd8_t_cell,False,4,20,0.2
AR_state,AR,NAC2020,RC,Stroma,stroma__checkpoint_neg,stroma,False,24970,20,1248.5
AR_state,AR,NAC2020,RC,Stroma,macrophage__checkpoint_neg,macrophage,False,8641,20,432.05
AR_state,AR,NAC2020,RC,Stroma,stroma__PDL1,stroma,False,8018,20,400.9
AR_state,AR,NAC2020,RC,Stroma,macrophage__PDL1,macrophage,False,6957,20,347.85
AR_state,AR,NAC2020,RC,Stroma,tumor__checkpoint_neg,tumor,False,6090,20,304.5
AR_state,AR,NAC2020,RC,Stroma,t_cell__checkpoint_neg,t_cell,False,5545,20,277.25
AR_state,AR,NAC2020,RC,Stroma,t_cell__PDL1,t_cell,False,4201,20,210.05
AR_state,AR,NAC2020,RC,Stroma,t_cell__PD1,t_cell,False,1858,20,92.9
AR_state,AR,NAC2020,RC,Stroma,t_cell__PD1_PDL1,t_cell,False,914,20,45.7
AR_state,AR,NAC2020,RC,Stroma,cd8_t_cell__PDL1,cd8_t_cell,False,798,20,39.9
AR_state,AR,NAC2020,RC,Stroma,cd8_t_cell__PD1_PDL1,cd8_t_cell,False,635,20,31.75
AR_state,AR,NAC2020,RC,Stroma,tumor__PDL1,tumor,False,434,20,21.7
AR_state,AR,NAC2020,RC,Stroma,stroma__PD1,stroma,False,410,20,20.5
AR_state,AR,NAC2020,RC,Stroma,macrophage__PD1,macrophage,False,189,20,9.45
AR_state,AR,NAC2020,RC,Stroma,cd8_t_cell__PD1,cd8_t_cell,False,125,20,6.25
AR_state,AR,NAC2020,RC,Stroma,macrophage__PD1_PDL1,macrophage,False,124,20,6.2
AR_state,AR,NAC2020,RC,Stroma,stroma__PD1_PDL1,stroma,False,117,20,5.85
AR_state,AR,NAC2020,RC,Stroma,cd8_t_cell__checkpoint_neg,cd8_t_cell,False,37,20,1.85
AR_state,AR,NAC2020,TURBT,Epi,tumor__checkpoint_neg,tumor,False,133326,108,1234.5
AR_state,AR,NAC2020,TURBT,Epi,stroma__checkpoint_neg,stroma,False,90178,108,834.9814814814815
AR_state,AR,NAC2020,TURBT,Epi,stroma__PDL1,stroma,False,39406,108,364.8703703703704
AR_state,AR,NAC2020,TURBT,Epi,macrophage__checkpoint_neg,macrophage,False,17044,108,157.8148148148148
AR_state,AR,NAC2020,TURBT,Epi,tumor__PDL1,tumor,False,16291,108,150.84259259259258
AR_state,AR,NAC2020,TURBT,Epi,macrophage__PDL1,macrophage,False,12887,108,119.32407407407408
AR_state,AR,NAC2020,TURBT,Epi,t_cell__PDL1,t_cell,False,4247,108,39.324074074074076
AR_state,AR,NAC2020,TURBT,Epi,t_cell__checkpoint_neg,t_cell,False,3805,108,35.23148148148148
AR_state,AR,NAC2020,TURBT,Epi,cd8_t_cell__PDL1,cd8_t_cell,False,1172,108,10.851851851851851
AR_state,AR,NAC2020,TURBT,Epi,cd8_t_cell__PD1_PDL1,cd8_t_cell,False,1105,108,10.231481481481481
AR_state,AR,NAC2020,TURBT,Epi,t_cell__PD1,t_cell,False,1104,108,10.222222222222221
AR_state,AR,NAC2020,TURBT,Epi,t_cell__PD1_PDL1,t_cell,False,829,108,7.675925925925926
AR_state,AR,NAC2020,TURBT,Epi,cd8_t_cell__PD1,cd8_t_cell,False,590,108,5.462962962962963
AR_state,AR,NAC2020,TURBT,Epi,stroma__PD1,stroma,False,394,108,3.6481481481481484
AR_state,AR,NAC2020,TURBT,Epi,stroma__PD1_PDL1,stroma,False,367,108,3.3981481481481484
AR_state,AR,NAC2020,TURBT,Epi,cd8_t_cell__checkpoint_neg,cd8_t_cell,False,217,108,2.009259259259259
AR_state,AR,NAC2020,TURBT,Epi,macrophage__PD1_PDL1,macrophage,False,200,108,1.8518518518518519
AR_state,AR,NAC2020,TURBT,Epi,macrophage__PD1,macrophage,False,129,108,1.1944444444444444
AR_state,AR,NAC2020,TURBT,Stroma,stroma__checkpoint_neg,stroma,False,171661,109,1574.8715596330276
AR_state,AR,NAC2020,TURBT,Stroma,stroma__PDL1,stroma,False,46978,109,430.9908256880734
AR_state,AR,NAC2020,TURBT,Stroma,tumor__checkpoint_neg,tumor,False,44063,109,404.2477064220183
AR_state,AR,NAC2020,TURBT,Stroma,macrophage__checkpoint_neg,macrophage,False,42278,109,387.8715596330275
AR_state,AR,NAC2020,TURBT,Stroma,t_cell__checkpoint_neg,t_cell,False,32702,109,300.0183486238532
AR_state,AR,NAC2020,TURBT,Stroma,macrophage__PDL1,macrophage,False,25639,109,235.22018348623854
AR_state,AR,NAC2020,TURBT,Stroma,t_cell__PDL1,t_cell,False,14248,109,130.71559633027522
AR_state,AR,NAC2020,TURBT,Stroma,t_cell__PD1,t_cell,False,11212,109,102.86238532110092
AR_state,AR,NAC2020,TURBT,Stroma,cd8_t_cell__PDL1,cd8_t_cell,False,5200,109,47.706422018348626
AR_state,AR,NAC2020,TURBT,Stroma,cd8_t_cell__PD1_PDL1,cd8_t_cell,False,4138,109,37.96330275229358
AR_state,AR,NAC2020,TURBT,Stroma,tumor__PDL1,tumor,False,3750,109,34.403669724770644
AR_state,AR,NAC2020,TURBT,Stroma,t_cell__PD1_PDL1,t_cell,False,3676,109,33.72477064220183
AR_state,AR,NAC2020,TURBT,Stroma,stroma__PD1,stroma,False,3628,109,33.28440366972477
AR_state,AR,NAC2020,TURBT,Stroma,cd8_t_cell__PD1,cd8_t_cell,False,2183,109,20.027522935779817
AR_state,AR,NAC2020,TURBT,Stroma,stroma__PD1_PDL1,stroma,False,1636,109,15.009174311926605
AR_state,AR,NAC2020,TURBT,Stroma,macrophage__PD1,macrophage,False,1247,109,11.440366972477063
AR_state,AR,NAC2020,TURBT,Stroma,cd8_t_cell__checkpoint_neg,cd8_t_cell,False,1166,109,10.697247706422019
AR_state,AR,NAC2020,TURBT,Stroma,macrophage__PD1_PDL1,macrophage,False,1112,109,10.20183486238532
AR_state,AR,No-NAC,RC,Epi,tumor__checkpoint_neg,tumor,False,55552,64,868.0
AR_state,AR,No-NAC,RC,Epi,stroma__checkpoint_neg,stroma,False,44826,64,700.40625
AR_state,AR,No-NAC,RC,Epi,stroma__PDL1,stroma,False,19243,64,300.671875
AR_state,AR,No-NAC,RC,Epi,macrophage__checkpoint_neg,macrophage,False,10178,64,159.03125
AR_state,AR,No-NAC,RC,Epi,tumor__PDL1,tumor,False,5707,64,89.171875
AR_state,AR,No-NAC,RC,Epi,macrophage__PDL1,macrophage,False,5075,64,79.296875
AR_state,AR,No-NAC,RC,Epi,stroma__PD1,stroma,False,1332,64,20.8125
AR_state,AR,No-NAC,RC,Epi,t_cell__PDL1,t_cell,False,1309,64,20.453125
AR_state,AR,No-NAC,RC,Epi,t_cell__checkpoint_neg,t_cell,False,1099,64,17.171875
AR_state,AR,No-NAC,RC,Epi,t_cell__PD1,t_cell,False,1028,64,16.0625
AR_state,AR,No-NAC,RC,Epi,t_cell__PD1_PDL1,t_cell,False,811,64,12.671875
AR_state,AR,No-NAC,RC,Epi,stroma__PD1_PDL1,stroma,False,792,64,12.375
AR_state,AR,No-NAC,RC,Epi,cd8_t_cell__PD1_PDL1,cd8_t_cell,False,521,64,8.140625
AR_state,AR,No-NAC,RC,Epi,cd8_t_cell__PDL1,cd8_t_cell,False,454,64,7.09375
AR_state,AR,No-NAC,RC,Epi,macrophage__PD1,macrophage,False,318,64,4.96875
AR_state,AR,No-NAC,RC,Epi,macrophage__PD1_PDL1,macrophage,False,305,64,4.765625
AR_state,AR,No-NAC,RC,Epi,cd8_t_cell__PD1,cd8_t_cell,False,187,64,2.921875
AR_state,AR,No-NAC,RC,Epi,cd8_t_cell__checkpoint_neg,cd8_t_cell,False,69,64,1.078125
AR_state,AR,No-NAC,RC,Stroma,stroma__checkpoint_neg,stroma,False,105030,64,1641.09375
AR_state,AR,No-NAC,RC,Stroma,tumor__checkpoint_neg,tumor,False,33285,64,520.078125
AR_state,AR,No-NAC,RC,Stroma,macrophage__checkpoint_neg,macrophage,False,13438,64,209.96875
AR_state,AR,No-NAC,RC,Stroma,stroma__PDL1,stroma,False,10333,64,161.453125
AR_state,AR,No-NAC,RC,Stroma,t_cell__checkpoint_neg,t_cell,False,9930,64,155.15625
AR_state,AR,No-NAC,RC,Stroma,stroma__PD1,stroma,False,9067,64,141.671875
AR_state,AR,No-NAC,RC,Stroma,t_cell__PD1,t_cell,False,8419,64,131.546875
AR_state,AR,No-NAC,RC,Stroma,t_cell__PDL1,t_cell,False,3249,64,50.765625
AR_state,AR,No-NAC,RC,Stroma,macrophage__PDL1,macrophage,False,2894,64,45.21875
AR_state,AR,No-NAC,RC,Stroma,cd8_t_cell__PDL1,cd8_t_cell,False,1799,64,28.109375
AR_state,AR,No-NAC,RC,Stroma,t_cell__PD1_PDL1,t_cell,False,1778,64,27.78125
AR_state,AR,No-NAC,RC,Stroma,macrophage__PD1,macrophage,False,1638,64,25.59375
AR_state,AR,No-NAC,RC,Stroma,cd8_t_cell__PD1_PDL1,cd8_t_cell,False,1260,64,19.6875
AR_state,AR,No-NAC,RC,Stroma,stroma__PD1_PDL1,stroma,False,1194,64,18.65625
AR_state,AR,No-NAC,RC,Stroma,tumor__PDL1,tumor,False,946,64,14.78125
AR_state,AR,No-NAC,RC,Stroma,cd8_t_cell__PD1,cd8_t_cell,False,525,64,8.203125
AR_state,AR,No-NAC,RC,Stroma,macrophage__PD1_PDL1,macrophage,False,448,64,7.0
AR_state,AR,No-NAC,RC,Stroma,cd8_t_cell__checkpoint_neg,cd8_t_cell,False,353,64,5.515625
AR_state,AR,No-NAC,TURBT,Epi,tumor__checkpoint_neg,tumor,False,198409,150,1322.7266666666667
AR_state,AR,No-NAC,TURBT,Epi,stroma__checkpoint_neg,stroma,False,141286,150,941.9066666666666
AR_state,AR,No-NAC,TURBT,Epi,stroma__PDL1,stroma,False,56513,150,376.75333333333333
AR_state,AR,No-NAC,TURBT,Epi,macrophage__checkpoint_neg,macrophage,False,30045,150,200.3
AR_state,AR,No-NAC,TURBT,Epi,tumor__PDL1,tumor,False,18967,150,126.44666666666667
AR_state,AR,No-NAC,TURBT,Epi,macrophage__PDL1,macrophage,False,16879,150,112.52666666666667
AR_state,AR,No-NAC,TURBT,Epi,t_cell__PDL1,t_cell,False,11336,150,75.57333333333334
AR_state,AR,No-NAC,TURBT,Epi,t_cell__checkpoint_neg,t_cell,False,10425,150,69.5
AR_state,AR,No-NAC,TURBT,Epi,stroma__PD1,stroma,False,3057,150,20.38
AR_state,AR,No-NAC,TURBT,Epi,cd8_t_cell__PDL1,cd8_t_cell,False,1911,150,12.74
AR_state,AR,No-NAC,TURBT,Epi,t_cell__PD1,t_cell,False,1644,150,10.96
AR_state,AR,No-NAC,TURBT,Epi,cd8_t_cell__PD1_PDL1,cd8_t_cell,False,1052,150,7.013333333333334
AR_state,AR,No-NAC,TURBT,Epi,t_cell__PD1_PDL1,t_cell,False,1007,150,6.713333333333333
AR_state,AR,No-NAC,TURBT,Epi,stroma__PD1_PDL1,stroma,False,741,150,4.94
AR_state,AR,No-NAC,TURBT,Epi,cd8_t_cell__PD1,cd8_t_cell,False,498,150,3.32
AR_state,AR,No-NAC,TURBT,Epi,macrophage__PD1,macrophage,False,441,150,2.94
AR_state,AR,No-NAC,TURBT,Epi,macrophage__PD1_PDL1,macrophage,False,327,150,2.18
AR_state,AR,No-NAC,TURBT,Epi,cd8_t_cell__checkpoint_neg,cd8_t_cell,False,269,150,1.7933333333333332
AR_state,AR,No-NAC,TURBT,Stroma,stroma__checkpoint_neg,stroma,False,182201,150,1214.6733333333334
AR_state,AR,No-NAC,TURBT,Stroma,tumor__checkpoint_neg,tumor,False,75631,150,504.20666666666665
AR_state,AR,No-NAC,TURBT,Stroma,t_cell__checkpoint_neg,t_cell,False,46864,150,312.4266666666667
AR_state,AR,No-NAC,TURBT,Stroma,macrophage__checkpoint_neg,macrophage,False,30456,150,203.04
AR_state,AR,No-NAC,TURBT,Stroma,stroma__PDL1,stroma,False,27379,150,182.52666666666667
AR_state,AR,No-NAC,TURBT,Stroma,t_cell__PDL1,t_cell,False,15812,150,105.41333333333333
AR_state,AR,No-NAC,TURBT,Stroma,macrophage__PDL1,macrophage,False,9244,150,61.626666666666665
AR_state,AR,No-NAC,TURBT,Stroma,t_cell__PD1,t_cell,False,7066,150,47.10666666666667
AR_state,AR,No-NAC,TURBT,Stroma,cd8_t_cell__PDL1,cd8_t_cell,False,3686,150,24.573333333333334
AR_state,AR,No-NAC,TURBT,Stroma,tumor__PDL1,tumor,False,3648,150,24.32
AR_state,AR,No-NAC,TURBT,Stroma,stroma__PD1,stroma,False,3103,150,20.686666666666667
AR_state,AR,No-NAC,TURBT,Stroma,t_cell__PD1_PDL1,t_cell,False,1730,150,11.533333333333333
AR_state,AR,No-NAC,TURBT,Stroma,cd8_t_cell__PD1_PDL1,cd8_t_cell,False,1436,150,9.573333333333334
AR_state,AR,No-NAC,TURBT,Stroma,stroma__PD1_PDL1,stroma,False,863,150,5.753333333333333
AR_state,AR,No-NAC,TURBT,Stroma,cd8_t_cell__checkpoint_neg,cd8_t_cell,False,669,150,4.46
AR_state,AR,No-NAC,TURBT,Stroma,macrophage__PD1,macrophage,False,651,150,4.34
AR_state,AR,No-NAC,TURBT,Stroma,cd8_t_cell__PD1,cd8_t_cell,False,544,150,3.6266666666666665
AR_state,AR,No-NAC,TURBT,Stroma,macrophage__PD1_PDL1,macrophage,False,349,150,2.3266666666666667
AR_state,AR,PURE01,RC,Epi,tumor__checkpoint_neg,tumor,False,4936,13,379.6923076923077
AR_state,AR,PURE01,RC,Epi,stroma__checkpoint_neg,stroma,False,2247,13,172.84615384615384
AR_state,AR,PURE01,RC,Epi,macrophage__checkpoint_neg,macrophage,False,551,13,42.38461538461539
AR_state,AR,PURE01,RC,Epi,stroma__PDL1,stroma,False,89,13,6.846153846153846
AR_state,AR,PURE01,RC,Epi,tumor__PDL1,tumor,False,67,13,5.153846153846154
AR_state,AR,PURE01,RC,Epi,macrophage__PDL1,macrophage,False,31,13,2.3846153846153846
AR_state,AR,PURE01,RC,Epi,t_cell__checkpoint_neg,t_cell,False,18,13,1.3846153846153846
AR_state,AR,PURE01,RC,Epi,t_cell__PD1,t_cell,False,8,13,0.6153846153846154
AR_state,AR,PURE01,RC,Epi,stroma__PD1,stroma,False,3,13,0.23076923076923078
AR_state,AR,PURE01,RC,Epi,cd8_t_cell__PD1,cd8_t_cell,False,2,13,0.15384615384615385
AR_state,AR,PURE01,RC,Epi,cd8_t_cell__checkpoint_neg,cd8_t_cell,False,2,13,0.15384615384615385
AR_state,AR,PURE01,RC,Epi,t_cell__PDL1,t_cell,False,2,13,0.15384615384615385
AR_state,AR,PURE01,RC,Epi,cd8_t_cell__PD1_PDL1,cd8_t_cell,False,1,13,0.07692307692307693
AR_state,AR,PURE01,RC,Epi,cd8_t_cell__PDL1,cd8_t_cell,False,1,13,0.07692307692307693
AR_state,AR,PURE01,RC,Stroma,stroma__checkpoint_neg,stroma,False,26242,14,1874.4285714285713
AR_state,AR,PURE01,RC,Stroma,tumor__checkpoint_neg,tumor,False,9528,14,680.5714285714286
AR_state,AR,PURE01,RC,Stroma,macrophage__checkpoint_neg,macrophage,False,8716,14,622.5714285714286
AR_state,AR,PURE01,RC,Stroma,t_cell__checkpoint_neg,t_cell,False,5649,14,403.5
AR_state,AR,PURE01,RC,Stroma,stroma__PDL1,stroma,False,967,14,69.07142857142857
AR_state,AR,PURE01,RC,Stroma,t_cell__PD1,t_cell,False,707,14,50.5
AR_state,AR,PURE01,RC,Stroma,macrophage__PDL1,macrophage,False,663,14,47.357142857142854
AR_state,AR,PURE01,RC,Stroma,t_cell__PDL1,t_cell,False,632,14,45.142857142857146
AR_state,AR,PURE01,RC,Stroma,cd8_t_cell__PDL1,cd8_t_cell,False,393,14,28.071428571428573
AR_state,AR,PURE01,RC,Stroma,cd8_t_cell__checkpoint_neg,cd8_t_cell,False,134,14,9.571428571428571
AR_state,AR,PURE01,RC,Stroma,stroma__PD1,stroma,False,131,14,9.357142857142858
AR_state,AR,PURE01,RC,Stroma,cd8_t_cell__PD1,cd8_t_cell,False,83,14,5.928571428571429
AR_state,AR,PURE01,RC,Stroma,tumor__PDL1,tumor,False,68,14,4.857142857142857
AR_state,AR,PURE01,RC,Stroma,cd8_t_cell__PD1_PDL1,cd8_t_cell,False,39,14,2.7857142857142856
AR_state,AR,PURE01,RC,Stroma,macrophage__PD1,macrophage,False,34,14,2.4285714285714284
