prep_root,panel,cohort,sample_type,label,label_base,excluded_from_primary,n_cells,total_cells,cell_fraction
AR_state,AR,BLASST,RC,cd8_t_cell__PDL1,cd8_t_cell,False,1101,1563573,0.0007041564416883638
AR_state,AR,BLASST,RC,macrophage__PD1,macrophage,False,862,1563573,0.0005513014102955219
AR_state,AR,BLASST,RC,t_cell__PD1_PDL1,t_cell,False,659,1563573,0.00042147056773172726
AR_state,AR,BLASST,RC,macrophage__PD1_PDL1,macrophage,False,649,1563573,0.0004150749597236586
AR_state,AR,BLASST,RC,cd8_t_cell__checkpoint_neg,cd8_t_cell,False,50,1563573,3.1978040040343495e-05
AR_state,AR,BLASST,RC,cd8_t_cell__PD1_PDL1,cd8_t_cell,False,47,1563573,3.0059357637922886e-05
AR_state,AR,BLASST,RC,cd8_t_cell__PD1,cd8_t_cell,False,18,1563573,1.1512094414523658e-05
AR_state,AR,BLASST,TURBT,stroma__checkpoint_neg,stroma,False,3466667,5088987,0.6812096395608792
AR_state,AR,BLASST,TURBT,t_cell__checkpoint_neg,t_cell,False,517828,5088987,0.101754632110477
AR_state,AR,BLASST,TURBT,macrophage__checkpoint_neg,macrophage,False,342988,5088987,0.06739808924644532
AR_state,AR,BLASST,TURBT,tumor__checkpoint_neg,tumor,False,336648,5088987,0.06615226173696258
AR_state,AR,BLASST,TURBT,stroma__PDL1,stroma,False,238940,5088987,0.04695236989208265
AR_state,AR,BLASST,TURBT,t_cell__PDL1,t_cell,False,69671,5088987,0.013690543913749435
AR_state,AR,BLASST,TURBT,macrophage__PDL1,macrophage,False,45933,5088987,0.00902596135537387
AR_state,AR,BLASST,TURBT,stroma__PD1,stroma,False,38081,5088987,0.007483021670128063
AR_state,AR,BLASST,TURBT,t_cell__PD1,t_cell,False,15279,5088987,0.003002365696748685
AR_state,AR,BLASST,TURBT,tumor__PDL1,tumor,False,6680,5088987,0.0013126384484770741
AR_state,AR,BLASST,TURBT,t_cell__PD1_PDL1,t_cell,False,3814,5088987,0.0007494615333071199
AR_state,AR,BLASST,TURBT,macrophage__PD1,macrophage,False,2098,5088987,0.00041226279414744034
AR_state,AR,BLASST,TURBT,macrophage__PD1_PDL1,macrophage,False,1216,5088987,0.00023894735828564702
AR_state,AR,BLASST,TURBT,cd8_t_cell__PDL1,cd8_t_cell,False,1202,5088987,0.0002361963196211741
AR_state,AR,BLASST,TURBT,stroma__PD1_PDL1,stroma,False,1136,5088987,0.00022322713734580183
AR_state,AR,BLASST,TURBT,cd8_t_cell__checkpoint_neg,cd8_t_cell,False,535,5088987,0.00010512897753521476
AR_state,AR,BLASST,TURBT,cd8_t_cell__PD1_PDL1,cd8_t_cell,False,187,5088987,3.674601644688815e-05
AR_state,AR,BLASST,TURBT,cd8_t_cell__PD1,cd8_t_cell,False,84,5088987,1.650623198683746e-05
AR_state,AR,NAC2020,RC,stroma__checkpoint_neg,stroma,False,32905,109427,0.30070275160609355
AR_state,AR,NAC2020,RC,tumor__checkpoint_neg,tumor,False,27102,109427,0.24767196395770696
AR_state,AR,NAC2020,RC,stroma__PDL1,stroma,False,11589,109427,0.1059062205854131
AR_state,AR,NAC2020,RC,macrophage__checkpoint_neg,macrophage,False,10265,109427,0.09380683012419239
AR_state,AR,NAC2020,RC,macrophage__PDL1,macrophage,False,9443,109427,0.08629497290431064
AR_state,AR,NAC2020,RC,t_cell__checkpoint_neg,t_cell,False,5847,109427,0.053432882195436224
AR_state,AR,NAC2020,RC,t_cell__PDL1,t_cell,False,4478,109427,0.040922258674732925
AR_state,AR,NAC2020,RC,tumor__PDL1,tumor,False,2294,109427,0.0209637475211785
AR_state,AR,NAC2020,RC,t_cell__PD1,t_cell,False,1928,109427,0.017619051970720206
AR_state,AR,NAC2020,RC,t_cell__PD1_PDL1,t_cell,False,950,109427,0.008681586811298856
AR_state,AR,NAC2020,RC,cd8_t_cell__PDL1,cd8_t_cell,False,867,109427,0.007923090279364326
AR_state,AR,NAC2020,RC,cd8_t_cell__PD1_PDL1,cd8_t_cell,False,698,109427,0.006378681678196423
AR_state,AR,NAC2020,RC,stroma__PD1,stroma,False,422,109427,0.0038564522467032817
AR_state,AR,NAC2020,RC,macrophage__PD1,macrophage,False,194,109427,0.001772871411991556
AR_state,AR,NAC2020,RC,cd8_t_cell__PD1,cd8_t_cell,False,141,109427,0.0012885302530454092
AR_state,AR,NAC2020,RC,macrophage__PD1_PDL1,macrophage,False,134,109427,0.001224560666014786
AR_state,AR,NAC2020,RC,stroma__PD1_PDL1,stroma,False,129,109427,0.0011788681038500553
AR_state,AR,NAC2020,RC,cd8_t_cell__checkpoint_neg,cd8_t_cell,False,41,109427,0.0003746790097507928
AR_state,AR,NAC2020,TURBT,stroma__checkpoint_neg,stroma,False,261839,739808,0.35392831653618234
AR_state,AR,NAC2020,TURBT,tumor__checkpoint_neg,tumor,False,177389,739808,0.23977707729573078
AR_state,AR,NAC2020,TURBT,stroma__PDL1,stroma,False,86384,739808,0.11676543103075393
AR_state,AR,NAC2020,TURBT,macrophage__checkpoint_neg,macrophage,False,59322,739808,0.08018566979540638
AR_state,AR,NAC2020,TURBT,macrophage__PDL1,macrophage,False,38526,739808,0.052075673688308316
AR_state,AR,NAC2020,TURBT,t_cell__checkpoint_neg,t_cell,False,36507,739808,0.04934658722263074
AR_state,AR,NAC2020,TURBT,tumor__PDL1,tumor,False,20041,739808,0.027089461049353347
AR_state,AR,NAC2020,TURBT,t_cell__PDL1,t_cell,False,18495,739808,0.024999729659587352
AR_state,AR,NAC2020,TURBT,t_cell__PD1,t_cell,False,12316,739808,0.016647562610839568
AR_state,AR,NAC2020,TURBT,cd8_t_cell__PDL1,cd8_t_cell,False,6372,739808,0.008613045546952722
AR_state,AR,NAC2020,TURBT,cd8_t_cell__PD1_PDL1,cd8_t_cell,False,5243,739808,0.007086973917556988
AR_state,AR,NAC2020,TURBT,t_cell__PD1_PDL1,t_cell,False,4505,739808,0.006089417794887322
AR_state,AR,NAC2020,TURBT,stroma__PD1,stroma,False,4022,739808,0.005436545698343354
AR_state,AR,NAC2020,TURBT,cd8_t_cell__PD1,cd8_t_cell,False,2773,739808,0.0037482698213590552
AR_state,AR,NAC2020,TURBT,stroma__PD1_PDL1,stroma,False,2003,739808,0.0027074592326657727
AR_state,AR,NAC2020,TURBT,cd8_t_cell__checkpoint_neg,cd8_t_cell,False,1383,739808,0.0018694039534581945
AR_state,AR,NAC2020,TURBT,macrophage__PD1,macrophage,False,1376,739808,0.0018599420390155283
AR_state,AR,NAC2020,TURBT,macrophage__PD1_PDL1,macrophage,False,1312,739808,0.0017734331069682945
AR_state,AR,No-NAC,RC,stroma__checkpoint_neg,stroma,False,149856,354392,0.4228537890245829
AR_state,AR,No-NAC,RC,tumor__checkpoint_neg,tumor,False,88837,354392,0.25067439445585676
AR_state,AR,No-NAC,RC,stroma__PDL1,stroma,False,29576,354392,0.0834556084787467
AR_state,AR,No-NAC,RC,macrophage__checkpoint_neg,macrophage,False,23616,354392,0.06663807309420078
AR_state,AR,No-NAC,RC,t_cell__checkpoint_neg,t_cell,False,11029,354392,0.031120905663784736
AR_state,AR,No-NAC,RC,stroma__PD1,stroma,False,10399,354392,0.029343213165082732
AR_state,AR,No-NAC,RC,t_cell__PD1,t_cell,False,9447,354392,0.026656922278155262
AR_state,AR,No-NAC,RC,macrophage__PDL1,macrophage,False,7969,354392,0.02248639924151787
AR_state,AR,No-NAC,RC,tumor__PDL1,tumor,False,6653,354392,0.01877299713311813
AR_state,AR,No-NAC,RC,t_cell__PDL1,t_cell,False,4558,354392,0.01286146414140274
AR_state,AR,No-NAC,RC,t_cell__PD1_PDL1,t_cell,False,2589,354392,0.007305469649427752
AR_state,AR,No-NAC,RC,cd8_t_cell__PDL1,cd8_t_cell,False,2253,354392,0.0063573669834533515
AR_state,AR,No-NAC,RC,stroma__PD1_PDL1,stroma,False,1986,354392,0.005603963972098693
AR_state,AR,No-NAC,RC,macrophage__PD1,macrophage,False,1956,354392,0.005519311948350978
AR_state,AR,No-NAC,RC,cd8_t_cell__PD1_PDL1,cd8_t_cell,False,1781,354392,0.005025508476489311
AR_state,AR,No-NAC,RC,macrophage__PD1_PDL1,macrophage,False,753,354392,0.0021247657960676313
AR_state,AR,No-NAC,RC,cd8_t_cell__PD1,cd8_t_cell,False,712,354392,0.002009074696945755
AR_state,AR,No-NAC,RC,cd8_t_cell__checkpoint_neg,cd8_t_cell,False,422,354392,0.0011907718007178492
AR_state,AR,No-NAC,TURBT,stroma__checkpoint_neg,stroma,False,323487,906139,0.35699489813373003
AR_state,AR,No-NAC,TURBT,tumor__checkpoint_neg,tumor,False,274040,906139,0.30242600748891724
AR_state,AR,No-NAC,TURBT,stroma__PDL1,stroma,False,83892,906139,0.09258182243563073
AR_state,AR,No-NAC,TURBT,macrophage__checkpoint_neg,macrophage,False,60501,906139,0.06676790205476202
