label,NAC2020,PURE01,No-NAC,BLASST
checkpoint_neg,0.7213551019446914,0.7808682445383712,0.7853952024979949,0.9193122647522157
PDL1,0.23372682473049275,0.1519574448343137,0.17166099048734224,0.06843230275262456
PD1,0.027285733630856006,0.05579566292831696,0.03135028015971047,0.01092692136560963
PD1_PDL1,0.01763233969395986,0.011378647698998141,0.011593526854952397,0.001328511129550128
