label,NAC2020,PURE01,No-NAC
stroma,0.45531094608118605,0.42662455193952514,0.3952653642532882
tumor,0.3688825553617685,0.3907552381313691,0.43567211057938887
immune,0.17580649855704542,0.1826202099291058,0.16906252516732295
