prep_root,panel,label,label_base,excluded_from_primary,n_cells,n_units_present,median_fraction_when_present,mean_fraction_when_present,max_fraction_when_present,n_units_total,fraction_units_present
compartment_state,AR,stroma__checkpoint_neg,stroma,False,5643685,1071,0.6246402302526383,0.5508514167568238,0.8961469762694565,1071,1.0
compartment_state,AR,immune__checkpoint_neg,immune,False,1441927,1071,0.1368052417532761,0.14148920870842727,0.4468269064499395,1071,1.0
compartment_state,AR,tumor__checkpoint_neg,tumor,False,1272375,1071,0.109592607054536,0.1729576640461186,0.7839599757428745,1071,1.0
compartment_state,AR,stroma__PDL1,stroma,False,582756,1069,0.03268687972320859,0.060932076669396346,0.7169255928045789,1071,0.9981325863678805
compartment_state,AR,immune__PDL1,immune,False,337388,1059,0.018912212460599556,0.037328224631138274,0.4640201805629315,1071,0.988795518207283
compartment_state,AR,stroma__PD1,stroma,False,93004,930,0.0022658817086527927,0.011868670143627332,0.6728691476590636,1071,0.8683473389355743
compartment_state,AR,immune__PD1,immune,False,88079,958,0.004011095637410015,0.012392520204887344,0.32347461574289704,1071,0.8944911297852475
compartment_state,AR,tumor__PDL1,tumor,False,74444,935,0.0016970725498515061,0.011320565057970135,0.3011799747966548,1071,0.873015873015873
compartment_state,AR,immune__PD1_PDL1,immune,False,37187,720,0.0014868898419620096,0.00660696371097595,0.0977100818568024,1071,0.6722689075630253
compartment_state,AR,stroma__PD1_PDL1,stroma,False,10559,493,0.0005061582588155897,0.002732073627591688,0.07807363576594346,1071,0.4603174603174603
