label,NAC2020,PURE01,No-NAC,BLASST
stroma,0.45531094608118605,0.42662455193952514,0.3952653642532882,0.7383953290918481
tumor,0.3688825553617685,0.3907552381313691,0.43567211057938887,0.07793112149634027
immune,0.17580649855704542,0.1826202099291058,0.16906252516732295,0.18367354941181166
