label,NAC2020,PURE01,No-NAC
stroma,0.47017963225726683,0.4804182263471855,0.4815113630684212
tumor,0.26709450269948837,0.27928475676309217,0.31109508611846914
immune,0.2627258650432448,0.24029701688972235,0.2073935508131097
